name	field	rank	overall	h_index	cites_per_paper	academic_rep	employer_rep
Koç University	business-management-studies	201-250					
Kyung Hee University	business-management-studies	201-250			83.4		
Nanjing University	business-management-studies	201-250			82.2		
National Chiao Tung University	business-management-studies	201-250					
National Sun Yat-sen University	business-management-studies	201-250			83.1		
National Taipei University of Technology	business-management-studies	201-250					67.2
Northeastern University	business-management-studies	201-250					
Plekhanov Russian University of Economics	business-management-studies	201-250					
Pontificia Universidad Católica del Perú	business-management-studies	201-250					69.2
Pontificia Universidad Javeriana	business-management-studies	201-250					71.8
Rice University	business-management-studies	201-250			84.4		
Saint Petersburg State University	business-management-studies	201-250					70.9
Sogang University	business-management-studies	201-250					
The American University in Cairo	business-management-studies	201-250					71.9
The University of Adelaide	business-management-studies	201-250		89.8			
The University of Sheffield	business-management-studies	201-250					
Universidad Autónoma de Madrid	business-management-studies	201-250					69.4
Complutense University of Madrid	business-management-studies	201-250					71.9
Universidad Nacional de Colombia	business-management-studies	201-250					72.5
Gadjah Mada University	business-management-studies	201-250					
Universitat Autònoma de Barcelona	business-management-studies	201-250					
Universitat de Valencia	business-management-studies	201-250		96.9	85.8		
Goethe-University Frankfurt am Main	business-management-studies	201-250					
University of Cologne	business-management-studies	201-250					
Universite libre de Bruxelles	business-management-studies	201-250					67.8
Universiti Kebangsaan Malaysia (UKM)	business-management-studies	201-250					
Universiti Utara Malaysia (UUM)	business-management-studies	201-250				62.8	
University of Bristol	business-management-studies	201-250					
University of Calgary	business-management-studies	201-250					68.4
University of California, Davis	business-management-studies	201-250					
University of California, San Diego (UCSD)	business-management-studies	201-250					
The University of Newcastle, Australia (UON)	business-management-studies	201-250		93.0	93.1		
University of Southern Denmark (SDU)	business-management-studies	201-250		95.8	86.8		
University of Texas Dallas	business-management-studies	201-250			82.0		
University of Twente	business-management-studies	201-250		87.4	87.2		
University of Waterloo	business-management-studies	201-250					69.7
University of Wollongong	business-management-studies	201-250			83.2		
Uppsala University	business-management-studies	201-250		85.6			
Victoria University of Wellington	business-management-studies	201-250					
Vilnius Gediminas Technical University	business-management-studies	201-250					
Virginia Polytechnic Institute and State University	business-management-studies	201-250		85.6			
Vlerick Business School	business-management-studies	201-250			86.5		
Xi’an Jiaotong University	business-management-studies	201-250		89.0			
Aalborg University	business-management-studies	251-300		87.0			
Bandung Institute of Technology (ITB)	business-management-studies	251-300					69.3
Bilkent University	business-management-studies	251-300					
Cairo University	business-management-studies	251-300					70.2
Case Western Reserve University	business-management-studies	251-300					
Concordia University	business-management-studies	251-300		89.4	82.5		
Corvinus University of Budapest	business-management-studies	251-300					
EHL - Ecole hôtelière de Lausanne	business-management-studies	251-300					
Heriot-Watt University	business-management-studies	251-300					
Hong Kong Baptist University	business-management-studies	251-300			83.0		
Humboldt-Universität zu Berlin	business-management-studies	251-300					
Indian Institute of Management (IIM) - Lucknow	business-management-studies	251-300					
Indian Institute of Technology Roorkee (IITR)	business-management-studies	251-300		86.1			
Instituto Politécnico Nacional (IPN)	business-management-studies	251-300					68.0
Johns Hopkins University	business-management-studies	251-300					
King Fahd University of Petroleum & Minerals	business-management-studies	251-300					
Kobe University	business-management-studies	251-300					
Linköping University	business-management-studies	251-300		93.6	88.5		
Massey University	business-management-studies	251-300		87.4			
McMaster University	business-management-studies	251-300					
Middle East Technical University	business-management-studies	251-300					67.5
National Taiwan University of Science and Technology (Taiwan Tech)	business-management-studies	251-300			83.4		
National University of Sciences And Technology (NUST) Islamabad	business-management-studies	251-300					
Osaka University	business-management-studies	251-300					68.1
Simon Fraser University	business-management-studies	251-300					
Temple University	business-management-studies	251-300					
Thammasat University	business-management-studies	251-300					
UCSI University	business-management-studies	251-300				63.0	
United Arab Emirates University	business-management-studies	251-300					
Universidad EAFIT	business-management-studies	251-300					
Universidad Panamericana (UP)	business-management-studies	251-300					68.1
Università Cattolica del Sacro Cuore	business-management-studies	251-300					69.3
"University of Rome ""Tor Vergata"""	business-management-studies	251-300					
Universitat de Barcelona	business-management-studies	251-300					
The University of Alabama	business-management-studies	251-300			87.4		
The University of Arizona	business-management-studies	251-300					
University of Canterbury | Te Whare Wānanga o Waitaha	business-management-studies	251-300					
University of Cape Town	business-management-studies	251-300					
University of Delhi	business-management-studies	251-300					
Ghent University	business-management-studies	251-300		91.6			
University of Illinois at Chicago (UIC)	business-management-studies	251-300			82.8		
University of Jordan	business-management-studies	251-300					68.2
University of Lisbon	business-management-studies	251-300		87.8			
University of Liverpool	business-management-studies	251-300					
University of Notre Dame	business-management-studies	251-300					
University of Science and Technology of China	business-management-studies	251-300			82.5		
University of St Andrews	business-management-studies	251-300					
University of Sussex	business-management-studies	251-300		88.2	85.6		
University of Waikato	business-management-studies	251-300					
Asian Institute of Technology, Thailand	business-management-studies	301-350					
Beijing Normal University	business-management-studies	301-350			82.8		
Brown University	business-management-studies	301-350					
De La Salle University	business-management-studies	301-350					
Dublin City University	business-management-studies	301-350					
Emory University	business-management-studies	301-350					
ESIC Business&Marketing School	business-management-studies	301-350					
Financial University under the Government of the Russian Federation	business-management-studies	301-350					
Harbin Institute of Technology	business-management-studies	301-350		85.6			
Huazhong University of Science and Technology	business-management-studies	301-350					
Indian Institute of Technology Kanpur (IITK)	business-management-studies	301-350					
ISCTE-IUL	business-management-studies	301-350		87.4			
King Saud University	business-management-studies	301-350					
Kingston University, London	business-management-studies	301-350					
Maastricht School of Management (MSM)	business-management-studies	301-350				64.1	
MGIMO University	business-management-studies	301-350					70.4
North Carolina State University	business-management-studies	301-350					
Norwegian University of Science And Technology	business-management-studies	301-350					
Nottingham Trent University	business-management-studies	301-350					
Qatar University	business-management-studies	301-350					
Queen Mary University of London	business-management-studies	301-350					
Sabanci University	business-management-studies	301-350					
Shanghai University	business-management-studies	301-350					
Stellenbosch University	business-management-studies	301-350					
Stockholm University	business-management-studies	301-350					
Swinburne University of Technology	business-management-studies	301-350		90.2			
Syracuse University	business-management-studies	301-350					
Technical University of Denmark	business-management-studies	301-350					
Tongji University	business-management-studies	301-350					
Universidad de Santiago de Chile (USACH)	business-management-studies	301-350					69.4
